0	924416
1	323250
2	16813
3	216344
4	392010
5	256173
6	21640
7	212817
8	632370
9	371621
10	34851
11	213997
12	1950767
13	393180
14	143110
15	684026
16	16839
17	1280419
18	27649
19	372613
20	32475
21	494189
22	22861
23	1492014
24	132282
25	501361
26	33650
27	233251
28	22833
29	525335
30	300528
31	140788
32	51697
33	370171
34	1263117
35	182717
36	225994
37	1042290
38	24057
39	413599
40	18025
41	234468
42	20444
43	231909
44	50476
45	353559
46	642011
47	351180
48	13186
49	234399
50	20405
51	466447
52	111870
53	5996
54	51694
55	301774
56	72134
57	322128
58	85348
59	331756
60	22796
61	990553
62	22854
63	523104
64	19232
65	454450
66	16834
67	376438
68	52920
69	572392
70	12031
71	253681
72	51734
73	310222
74	20448
75	193537
76	44483
77	174359
78	61364
79	173074
80	274100
81	200785
82	16800
83	812644
84	21655
85	794394
86	14415
87	412156
88	4817
89	413696
90	55336
91	781524
92	102192
93	414710
94	14435
95	391977
96	133495
97	462754
98	803185
99	234582
100	612105
101	224775
102	221224
103	402805
104	73351
105	1224945
106	21669
107	223675
108	14415
109	1652087
110	221308
111	203163
112	18052
113	232066
114	152687
115	220184
116	62470
117	610642
118	32460
119	951079
120	376192
121	222442
122	13230
123	803141
124	15638
125	234489
126	10825
127	670658
128	40848
129	253645
130	31204
131	373902
132	110574
133	434056
134	5998
135	472559
136	32401
137	542158
138	93775
139	524237
140	102159
141	373920
142	81729
143	211550
144	51702
145	230935
146	24096
147	5996
148	93714
149	631116
150	141876
151	191209
152	13219
153	283654
154	22852
155	931906
156	121412
157	360560
158	32446
159	394518
160	22822
161	773003
162	123852
163	772854
164	90167
165	1400640
166	31310
167	383590
168	21633
169	451870
170	134764
171	471397
172	31284
173	223657
174	24053
175	293350
176	40872
177	292134
178	125015
179	421965
180	13217
181	812670
182	18003
183	441140
184	19232
185	331736
186	50458
187	176782
188	22845
189	3041018
190	102226
191	264484
192	15634
193	204403
194	15627
195	1261136
196	204475
197	640791
198	233314
199	422021
200	203193
201	214126
202	285060
203	280118
204	21601
205	350985
206	34845
207	742947
208	40882
209	651561
210	24042
211	763504
212	31289
213	643288
214	21623
215	254798
216	14448
217	271586
218	14409
219	495325
220	21590
221	454717
222	20444
223	302821
224	13210
225	244099
226	81839
227	260933
228	15636
229	272924
230	123862
231	1286543
232	423239
233	325754
234	32482
235	490565
236	50498
237	441310
238	40848
239	470189
240	2062538
241	383462
242	280201
243	461521
244	42091
245	355784
246	240548
247	1280473
248	14396
249	562613
250	20444
251	411142
252	13217
253	484566
254	232057
255	383537
256	271797
257	703158
258	831850
259	230820
260	293406
261	240505
262	24057
263	192422
264	1891996
265	1051897
266	19225
267	321091
268	22861
269	303034
270	121421
271	664745
272	15605
273	732240
274	13186
275	1483370
276	55268
277	252511
278	61347
279	501369
280	16867
281	321010
282	14448
283	212799
284	62452
285	491593
286	21640
287	606910
288	85322
289	241635
290	21634
291	433982
292	25221
293	881263
294	13190
295	1645760
296	32482
297	292209
298	15601
299	240648
300	20408
301	194777
302	965143
303	530226
304	203198
305	1524241
306	255992
307	5998
308	22812
309	681575
310	19236
311	423234
312	25217
313	391812
314	192326
315	2192873
316	193561
317	2602631
318	1402903
319	351073
320	393125
321	156182
322	22848
323	254962
324	135780
325	414692
326	51669
327	483291
328	110600
329	384640
330	22865
331	283782
332	21622
333	242784
334	134688
335	231942
336	21633
337	331778
338	20429
339	554412
340	36020
341	331756
342	20450
343	373882
344	40908
345	575812
346	30094
347	990758
348	75766
349	1002817
350	15625
351	240566
352	92597
353	393105
354	164658
355	634713
356	16800
357	610684
358	50518
359	1411529
360	181566
361	152625
362	24051
363	423171
364	24215101
365	203118
366	16811
367	193570
368	122722
369	171968
370	1355964
371	204421
372	43300
373	165903
374	2493221
375	370298
376	72156
377	887248
378	90198
379	483357
380	120271
381	163617
382	10802
383	431558
384	24010
385	801748
386	16811
387	472404
388	24009
389	203111
390	15588
391	163479
392	162260
393	172027
394	75753
395	373712
396	15614
397	133493
398	263228
399	282525
400	120201
401	340305
402	16815
403	254717
404	22813
405	280107
406	51718
407	491765
408	20398
409	361996
410	674431
411	883502
412	143046
413	530381
414	14435
415	270410
416	6009
417	293401
418	55323
419	221224
420	44509
421	494001
422	16834
423	235658
424	372684
425	272924
426	4806
427	431529
428	21656
429	315060
430	31261
431	503750
432	1214320
433	252582
434	360663
435	442362
436	30025
437	305308
438	91385
439	771625
440	90218
441	181561
442	14447
443	474888
444	14409
445	531168
446	305363
447	215200
448	22845
449	1220230
450	62580
451	1053351
452	20420
453	352332
454	280211
455	401672
456	17996
457	435240
458	13229
459	305284
460	74544
461	393106
462	10813
463	213987
464	16828
465	354631
466	84224
467	364211
468	33652
469	494303
470	19232
471	250079
472	20403
473	132245
474	253647
475	455715
476	33635
477	343823
478	305412
479	340353
480	20442
481	1413717
482	20394
483	734500
484	21603
485	794626
486	22822
487	335434
488	52895
489	250001
490	25218
491	363147
492	16817
493	292186
494	22806
495	270557
496	125009
497	470138
498	30040
499	335536
500	110571
501	311577
502	32473
503	771892
504	10802
505	1060268
506	43228
507	443660
508	123900
509	381093
510	30055
511	553124
512	122575
513	630972
514	461659
515	400315
516	1562635
517	1004890
518	1551775
519	473678
520	22848
521	603480
522	111849
523	180276
524	2751487
525	612074
526	32460
527	366695
528	85279
529	211627
530	114229
531	1215586
532	23998
533	833147
534	130992
535	851216
536	42102
537	280187
538	16834
539	565090
540	91340
541	313845
542	24039
543	1161242
544	22845
545	222329
546	24045
547	441056
548	151470
549	271760
550	21623
551	242851
552	161191
553	400383
554	153794
555	163551
